form_id,lexeme,cell,source_form,orth_form,analysed_orth_form,phon_form,analysed_phon_form,variants_tag,analysis_tag,source,page,language_id
komthayong071,hmu,2.pl.3.sg.fut.neg,hmu-mak-tun,Σ-mak-tun,Σ+mak+tu+n,Σ m a k t u n,Σ + m a k + t u + n,informal,,Kanshouwa2026ThayongKom,nopage,komthayong
komthayong072,hmu,2.pl.3.sg.fut.neg,hmu-mak-chui-ning,Σ-mak-chui-ning,Σ+mak+chui+n+ing,Σ m a k tʃ ui n i ŋ,Σ + m a k + tʃ ui + n + i ŋ,formal,,Kanshouwa2026ThayongKom,nopage,komthayong
komthayong073,hmu,2.pl.3.pl.fut.neg,hmu-mak-hei-tun,Σ-mak-hei-tun,Σ+mak+hei+tu+n,Σ m a k h ei t u n,Σ + m a k + h ei + t u + n,unspecified,,Kanshouwa2026ThayongKom,nopage,komthayong
komthayong074,se,3.sg.fut.neg,se-mak-ning,Σ-mak-ning,Σ+mak+n+ing,Σ m a k n i ŋ,Σ + m a k + n + i ŋ,unspecified,,Kanshouwa2026ThayongKom,nopage,komthayong
komthayong075,se,3.pl.fut.neg,se-mak-hei-ning,Σ-mak-hei-ning,Σ+mak+hei+n+ing,Σ m a k h ei n i ŋ,Σ + m a k + h ei + n + i ŋ,unspecified,,Kanshouwa2026ThayongKom,nopage,komthayong
komthayong076,hmu,3.sg.1.sg.fut.neg,a-hmu-mak-ning,a-Σ-mak-ning,a+Σ+mak+n+ing,a Σ m a k n i ŋ,a + Σ + m a k + n + i ŋ,unspecified,,Kanshouwa2026ThayongKom,nopage,komthayong
komthayong077,hmu,3.sg.1.pl.excl.fut.neg,ei-hmu-mak-ning,ei-Σ-mak-ning,ei+Σ+mak+n+ing,ei Σ m a k n i ŋ,ei + Σ + m a k + n + i ŋ,unspecified,,Kanshouwa2026ThayongKom,nopage,komthayong
komthayong078,hmu,3.sg.1.pl.excl.fut.neg,a-hmu-mak-ning,a-Σ-mak-ning,a+Σ+mak+n+ing,a Σ m a k n i ŋ,a + Σ + m a k + n + i ŋ,sociolect_var,,Kanshouwa2026ThayongKom,nopage,komthayong
komthayong079,hmu,3.sg.1.pl.incl.fut.neg,ei-hmu-mak-ning,ei-Σ-mak-ning,ei+Σ+mak+n+ing,ei Σ m a k n i ŋ,ei + Σ + m a k + n + i ŋ,unspecified,,Kanshouwa2026ThayongKom,nopage,komthayong
komthayong080,hmu,3.sg.1.pl.incl.fut.neg,a-hmu-mak-ning,a-Σ-mak-ning,a+Σ+mak+n+ing,a Σ m a k n i ŋ,a + Σ + m a k + n + i ŋ,sociolect_var,,Kanshouwa2026ThayongKom,nopage,komthayong
komthayong081,hmu,3.pl.1.sg.fut.neg,a-hmu-mak-hei-ning,a-Σ-mak-hei-ning,a+Σ+mak+hei+n+ing,a Σ m a k h ei n i ŋ,a + Σ + m a k + h ei + n + i ŋ,unspecified,,Kanshouwa2026ThayongKom,nopage,komthayong
komthayong082,hmu,3.pl.1.pl.excl.fut.neg,ei-hmu-mak-hei-ning,ei-Σ-mak-hei-ning,ei+Σ+mak+hei+n+ing,ei Σ m a k h ei n i ŋ,ei + Σ + m a k + h ei + n + i ŋ,unspecified,,Kanshouwa2026ThayongKom,nopage,komthayong
komthayong083,hmu,3.pl.1.pl.incl.fut.neg,ei-hmu-mak-hei-ning,ei-Σ-mak-hei-ning,ei+Σ+mak+hei+n+ing,ei Σ m a k h ei n i ŋ,ei + Σ + m a k + h ei + n + i ŋ,unspecified,,Kanshouwa2026ThayongKom,nopage,komthayong
komthayong084,hmu,3.pl.1.pl.incl.fut.neg,a-hmu-mak-hei-ning,a-Σ-mak-hei-ning,a+Σ+mak+hei+n+ing,a Σ m a k h ei n i ŋ,a + Σ + m a k + h ei + n + i ŋ,sociolect_var,,Kanshouwa2026ThayongKom,nopage,komthayong
komthayong085,hmu,3.sg.2.sg.fut.neg,hmu-mak-tin,Σ-mak-tin,Σ+mak+ti+n,Σ m a k t i n,Σ + m a k + t i + n,unspecified,,Kanshouwa2026ThayongKom,nopage,komthayong
komthayong086,hmu,3.sg.2.pl.fut.neg,hmu-mak-chui-nung,Σ-mak-chui-nung,Σ+mak+chui+n+ung,Σ m a k tʃ ui n u ŋ,Σ + m a k + tʃ ui + n + u ŋ,sociolect_var,,Kanshouwa2026ThayongKom,nopage,komthayong
komthayong087,hmu,3.sg.2.pl.fut.neg,hmu-mak-chui-ning,Σ-mak-chui-ning,Σ+mak+chui+n+ing,Σ m a k tʃ ui n i ŋ,Σ + m a k + tʃ ui + n + i ŋ,unspecified,,Kanshouwa2026ThayongKom,nopage,komthayong
komthayong088,hmu,3.pl.2.sg.fut.neg,hmu-mak-hei-tin,Σ-mak-hei-tin,Σ+mak+hei+ti+n,Σ m a k h ei t i n,Σ + m a k + h ei + t i + n,unspecified,,Kanshouwa2026ThayongKom,nopage,komthayong
komthayong089,hmu,3.pl.2.pl.fut.neg,hmu-mak-hei-tun,Σ-mak-hei-tun,Σ+mak+hei+tu+n,Σ m a k h ei t u n,Σ + m a k + h ei + t u + n,unspecified,,Kanshouwa2026ThayongKom,nopage,komthayong
komthayong090,hmu,3.sg.3.sg.fut.neg,hmu-mak-ning,Σ-mak-ning,Σ+mak+n+ing,Σ m a k n i ŋ,Σ + m a k + n + i ŋ,unspecified,,Kanshouwa2026ThayongKom,nopage,komthayong
komthayong091,hmu,3.sg.3.pl.fut.neg,hmu-mak-hei-ning,Σ-mak-hei-ning,Σ+mak+hei+n+ing,Σ m a k h ei n i ŋ,Σ + m a k + h ei + n + i ŋ,unspecified,,Kanshouwa2026ThayongKom,nopage,komthayong
komthayong092,hmu,3.pl.3.sg.fut.neg,hmu-mak-hei-ning,Σ-mak-hei-ning,Σ+mak+hei+n+ing,Σ m a k h ei n i ŋ,Σ + m a k + h ei + n + i ŋ,unspecified,,Kanshouwa2026ThayongKom,nopage,komthayong
komthayong093,hmu,3.pl.3.pl.fut.neg,hmu-mak-hei-ning,Σ-mak-hei-ning,Σ+mak+hei+n+ing,Σ m a k h ei n i ŋ,Σ + m a k + h ei + n + i ŋ,unspecified,,Kanshouwa2026ThayongKom,nopage,komthayong
komthayong094,se,1.sg.nfut.aff,ka-se-eng,ka-Σ-eng,ka+Σ+eng,k a Σ e ŋ,k a + Σ + e ŋ,unspecified,,Kanshouwa2026ThayongKom,nopage,komthayong
komthayong095,se,1.pl.excl.nfut.aff,ka-se-ung,ka-Σ-ung,ka+Σ+ung,k a Σ u ŋ,k a + Σ + u ŋ,unspecified,,Kanshouwa2026ThayongKom,nopage,komthayong
komthayong096,se,1.pl.incl.nfut.aff,ka-se-me,ka-Σ-me,ka+Σ+me,k a Σ m e,k a + Σ + m e,unspecified,,Kanshouwa2026ThayongKom,nopage,komthayong
komthayong097,hmu,1.sg.2.sg.nfut.aff,ka-hmu-che,ka-Σ-che,ka+Σ+che,k a Σ tʃ e,k a + Σ + tʃ e,unspecified,,Kanshouwa2026ThayongKom,nopage,komthayong
komthayong098,hmu,1.sg.2.pl.nfut.aff,ka-hmu-chui,ka-Σ-chui,ka+Σ+chui,k a Σ tʃ ui,k a + Σ + tʃ ui,unspecified,,Kanshouwa2026ThayongKom,nopage,komthayong
komthayong099,hmu,1.pl.excl.2.sg.nfut.aff,kan-hmu-che,kan-Σ-che,ka+n+Σ+che,k a n Σ tʃ e,k a + n + Σ + tʃ e,unspecified,,Kanshouwa2026ThayongKom,nopage,komthayong
komthayong100,hmu,1.pl.excl.2.pl.nfut.aff,kan-hmu-chui,kan-Σ-chui,ka+n+Σ+chui,k a n Σ tʃ ui,k a + n + Σ + tʃ ui,unspecified,,Kanshouwa2026ThayongKom,nopage,komthayong
komthayong101,hmu,1.sg.3.sg.nfut.aff,ka-hmu,ka-Σ,ka+Σ,k a Σ,k a + Σ,unspecified,,Kanshouwa2026ThayongKom,nopage,komthayong
komthayong102,hmu,1.sg.3.pl.nfut.aff,ka-hmu-hei,ka-Σ-hei,ka+Σ+hei,k a Σ h ei,k a + Σ + h ei,unspecified,,Kanshouwa2026ThayongKom,nopage,komthayong
komthayong103,hmu,1.pl.excl.3.sg.nfut.aff,kan-hmu,kan-Σ,ka+n+Σ,k a n Σ,k a + n + Σ,unspecified,,Kanshouwa2026ThayongKom,nopage,komthayong
komthayong104,hmu,1.pl.incl.3.sg.nfut.aff,ni-hmu,ni-Σ,ni+Σ,n i Σ,n i + Σ,unspecified,,Kanshouwa2026ThayongKom,nopage,komthayong
komthayong105,hmu,1.pl.excl.3.pl.nfut.aff,kan-hmu-hei,kan-Σ-hei,ka+n+Σ+hei,k a n Σ h ei,k a + n + Σ + h ei,unspecified,,Kanshouwa2026ThayongKom,nopage,komthayong
komthayong106,hmu,1.pl.incl.3.pl.nfut.aff,ni-hmu-hei,ni-Σ-hei,ni+Σ+hei,n i Σ h ei,n i + Σ + h ei,unspecified,,Kanshouwa2026ThayongKom,nopage,komthayong
komthayong107,se,2.sg.nfut.aff,ka-se-che,ka-Σ-che,ka+Σ+che,k a Σ tʃ e,k a + Σ + tʃ e,unspecified,,Kanshouwa2026ThayongKom,nopage,komthayong
komthayong108,se,2.pl.nfut.aff,ka-se-chui,ka-Σ-chui,ka+Σ+chui,k a Σ tʃ ui,k a + Σ + tʃ ui,unspecified,,Kanshouwa2026ThayongKom,nopage,komthayong
komthayong109,hmu,2.sg.1.sg.nfut.aff,na-hmu-ing,na-Σ-ing,na+Σ+ing,n a Σ i ŋ,n a + Σ + i ŋ,unspecified,,Kanshouwa2026ThayongKom,nopage,komthayong
komthayong110,hmu,2.sg.1.pl.excl.nfut.aff,na-hmu-ung,na-Σ-ung,na+Σ+ung,n a Σ u ŋ,n a + Σ + u ŋ,unspecified,,Kanshouwa2026ThayongKom,nopage,komthayong
komthayong111,hmu,2.pl.1.sg.nfut.aff,nan-hmu-eng,nan-Σ-eng,na+n+Σ+eng,n a n Σ e ŋ,n a + n + Σ + e ŋ,unspecified,,Kanshouwa2026ThayongKom,nopage,komthayong
komthayong112,hmu,2.pl.1.pl.excl.nfut.aff,nan-hmu-ung,nan-Σ-ung,na+n+Σ+ung,n a n Σ u ŋ,n a + n + Σ + u ŋ,unspecified,,Kanshouwa2026ThayongKom,nopage,komthayong
komthayong113,hmu,2.sg.3.sg.nfut.aff,na-hmu,na-Σ,na+Σ,n a Σ,n a + Σ,unspecified,,Kanshouwa2026ThayongKom,nopage,komthayong
komthayong114,hmu,2.sg.3.pl.nfut.aff,na-hmu-hei,na-Σ-hei,na+Σ+hei,n a Σ h ei,n a + Σ + h ei,unspecified,,Kanshouwa2026ThayongKom,nopage,komthayong
komthayong115,hmu,2.pl.3.sg.nfut.aff,nan-hmu,nan-Σ,na+n+Σ,n a n Σ,n a + n + Σ,unspecified,,Kanshouwa2026ThayongKom,nopage,komthayong
komthayong116,hmu,2.pl.3.pl.nfut.aff,nan-hmu-hei,nan-Σ-hei,na+n+Σ+hei,n a n Σ h ei,n a + n + Σ + h ei,unspecified,,Kanshouwa2026ThayongKom,nopage,komthayong
komthayong117,se,3.sg.nfut.aff,ka-se,ka-Σ,ka+Σ,k a Σ,k a + Σ,unspecified,,Kanshouwa2026ThayongKom,nopage,komthayong
komthayong118,se,3.pl.nfut.aff,ka-se-hei,ka-Σ-hei,ka+Σ+hei,k a Σ h ei,k a + Σ + h ei,unspecified,,Kanshouwa2026ThayongKom,nopage,komthayong
komthayong119,hmu,3.sg.1.sg.nfut.aff,a-hmu-ing,a-Σ-ing,a+Σ+ing,a Σ i ŋ,a + Σ + i ŋ,unspecified,,Kanshouwa2026ThayongKom,nopage,komthayong
komthayong120,hmu,3.sg.1.pl.excl.nfut.aff,a-hmu-ung,a-Σ-ung,a+Σ+ung,a Σ u ŋ,a + Σ + u ŋ,unspecified,,Kanshouwa2026ThayongKom,nopage,komthayong
komthayong121,hmu,3.sg.1.pl.excl.nfut.aff,ei-hmu-ung,ei-Σ-ung,ei+Σ+ung,ei Σ u ŋ,ei + Σ + u ŋ,sociolect_var,,Kanshouwa2026ThayongKom,nopage,komthayong
komthayong122,hmu,3.sg.1.pl.incl.nfut.aff,a-hmu-me,a-Σ-me,a+Σ+me,a Σ m e,a + Σ + m e,unspecified,,Kanshouwa2026ThayongKom,nopage,komthayong
komthayong123,hmu,3.pl.1.sg.nfut.aff,an-hmu-ing,an-Σ-ing,a+n+Σ+ing,a n Σ i ŋ,a + n + Σ + i ŋ,unspecified,,Kanshouwa2026ThayongKom,nopage,komthayong
komthayong124,hmu,3.pl.1.pl.excl.nfut.aff,an-hmu-ung,an-Σ-ung,a+n+Σ+ung,a n Σ u ŋ,a + n + Σ + u ŋ,unspecified,,Kanshouwa2026ThayongKom,nopage,komthayong
komthayong125,hmu,3.pl.1.pl.excl.nfut.aff,ani-hmu,ani-Σ,a+ni+Σ,a n i Σ,a + n i + Σ,dialect_var,,Kanshouwa2026ThayongKom,nopage,komthayong
komthayong126,hmu,3.pl.1.pl.excl.nfut.aff,ani-hei-hmu,ani-hei-Σ,a+ni+hei+Σ,a n i h ei Σ,a + n i + h ei + Σ,dialect_var,,Kanshouwa2026ThayongKom,nopage,komthayong
komthayong127,hmu,3.pl.1.pl.incl.nfut.aff,an-hmu-me,an-Σ-me,a+n+Σ+me,a n Σ m e,a + n + Σ + m e,unspecified,,Kanshouwa2026ThayongKom,nopage,komthayong
komthayong128,hmu,3.sg.2.sg.nfut.aff,a-hmu-che,a-Σ-che,a+Σ+che,a Σ tʃ e,a + Σ + tʃ e,unspecified,,Kanshouwa2026ThayongKom,nopage,komthayong
komthayong129,hmu,3.sg.2.pl.nfut.aff,a-hmu-chui,a-Σ-chui,a+Σ+chui,a Σ tʃ ui,a + Σ + tʃ ui,unspecified,,Kanshouwa2026ThayongKom,nopage,komthayong
komthayong130,hmu,3.pl.2.sg.nfut.aff,an-hmu-che,an-Σ-che,a+n+Σ+che,a n Σ tʃ e,a + n + Σ + tʃ e,unspecified,,Kanshouwa2026ThayongKom,nopage,komthayong
komthayong131,hmu,3.pl.2.pl.nfut.aff,an-hmu-chui,an-Σ-chui,a+n+Σ+chui,a n Σ tʃ ui,a + n + Σ + tʃ ui,unspecified,,Kanshouwa2026ThayongKom,nopage,komthayong
komthayong132,hmu,3.sg.3.sg.nfut.aff,a-hmu,a-Σ,a+Σ,a Σ,a + Σ,unspecified,,Kanshouwa2026ThayongKom,nopage,komthayong
komthayong133,hmu,3.sg.3.pl.nfut.aff,a-hmu-hei,a-Σ-hei,a+Σ+hei,a Σ h ei,a + Σ + h ei,unspecified,,Kanshouwa2026ThayongKom,nopage,komthayong
